,channel_width,channel_length,interval,cond_entropy,efficiency,bitrate_per_min,bitrate_per_hour
0,6,30,20,0.9399025293471014,0.06009747065289861,0.0030048735326449307,0.18029241195869583
1,6,30,30,0.8164895914244606,0.18351040857553935,0.006117013619184645,0.3670208171510787
2,6,30,40,0.6410876655179055,0.3589123344820945,0.008972808362052363,0.5383685017231418
3,6,30,50,0.5089579015384535,0.49104209846154645,0.009820841969230928,0.5892505181538557
4,6,30,60,0.4528468910875962,0.5471531089124038,0.009119218481873395,0.5471531089124038
5,6,30,70,0.3772209092742545,0.6227790907257456,0.008896844153224937,0.5338106491934962
6,6,30,80,0.2819258972363937,0.7180741027636063,0.008975926284545079,0.5385555770727047
7,6,30,90,0.18810649666359172,0.8118935033364083,0.009021038925960092,0.5412623355576055
8,6,30,100,0.10361088314258358,0.8963891168574164,0.008963891168574163,0.5378334701144498
9,6,30,105,0.07412554514732497,0.925874454852675,0.008817851950977857,0.5290711170586714
10,6,30,110,0.053308125152795455,0.9466918748472045,0.008606289771338222,0.5163773862802933
11,6,30,115,0.037524825024654304,0.9624751749753457,0.008369349347611701,0.5021609608567021
12,6,30,120,0.031453947489344644,0.9685460525106554,0.008071217104255462,0.48427302625532775
13,6,30,125,0.029279251080278377,0.9707207489197216,0.007765765991357773,0.4659459594814664
14,6,30,130,0.02195953837112172,0.9780404616288783,0.0075233881663759865,0.4514032899825592
15,6,30,135,0.01532162401805611,0.9846783759819439,0.007293913896162547,0.4376348337697528
16,6,30,140,0.016186972177223032,0.983813027822777,0.007027235913019836,0.42163415478119015
17,6,30,145,0.01714300339906222,0.9828569966009377,0.006778324114489226,0.40669944686935355
18,6,30,150,0.0170958729041006,0.9829041270958994,0.006552694180639329,0.39316165083835974
19,6,30,155,0.01578601602582612,0.9842139839741739,0.006349767638543058,0.3809860583125835
20,6,30,160,0.015958333183360165,0.9840416668166398,0.006150260417603999,0.36901562505623997
21,6,30,165,0.015327641386698915,0.984672358613301,0.005967711264323036,0.3580626758593822
22,6,30,170,0.016964146652657653,0.9830358533473423,0.005782563843219661,0.34695383059317964
23,6,30,175,0.01228605343893388,0.9877139465610661,0.005644079694634664,0.3386447816780798
24,6,30,180,0.01635732862599001,0.98364267137401,0.005464681507633388,0.3278808904580033
25,6,30,185,0.01566729861802365,0.9843327013819764,0.0053207173047674396,0.3192430382860464
26,6,30,190,0.014080393092974177,0.9859196069070258,0.005189050562668557,0.31134303376011346
27,6,30,195,0.01569589379030059,0.9843041062096994,0.005047713365177946,0.3028628019106767
28,6,30,200,0.014277278438974736,0.9857227215610253,0.004928613607805127,0.2957168164683076
29,6,30,220,0.013013308710181911,0.9869866912898181,0.0044863031422264455,0.2691781885335867
30,6,30,240,0.013865062531677677,0.9861349374683224,0.004108895572784677,0.24653373436708062
31,6,30,260,0.013925622890277626,0.9860743771097223,0.003792593758114317,0.227555625486859
32,6,30,280,0.012503596518563505,0.9874964034814365,0.003526772869576559,0.21160637217459352
33,6,100,20,0.9792720269933899,0.020727973006610112,0.0010363986503305056,0.062183919019830336
34,6,100,30,0.9302186257736685,0.06978137422633146,0.002326045807544382,0.13956274845266292
35,6,100,40,0.8529954325926582,0.1470045674073418,0.003675114185183545,0.2205068511110127
36,6,100,50,0.7035111757866092,0.29648882421339084,0.005929776484267817,0.355786589056069
37,6,100,60,0.628047961088992,0.37195203891100803,0.0061992006485168,0.37195203891100803
38,6,100,70,0.5585587440294913,0.44144125597050865,0.006306303656721552,0.37837821940329314
39,6,100,80,0.4491973100285417,0.5508026899714583,0.006885033624643229,0.41310201747859376
40,6,100,90,0.35302738941052364,0.6469726105894764,0.007188584562105293,0.4313150737263176
41,6,100,100,0.2626576712299813,0.7373423287700187,0.007373423287700187,0.4424053972620112
42,6,100,105,0.2169171982490041,0.7830828017509959,0.007457931445247579,0.4474758867148548
43,6,100,110,0.17812040707776966,0.8218795929222303,0.0074716326629293665,0.448297959775762
44,6,100,115,0.14632937980696883,0.8536706201930312,0.007423222784287228,0.4453933670572337
45,6,100,120,0.1188307089559643,0.8811692910440357,0.007343077425366965,0.44058464552201787
46,6,100,125,0.10175798873014011,0.8982420112698599,0.007185936090158879,0.4311561654095327
47,6,100,130,0.07721535988520903,0.922784640114791,0.007098343385498392,0.4259006031299035
48,6,100,135,0.07033952085279031,0.9296604791472097,0.006886373919608961,0.4131824351765377
49,6,100,140,0.050656066262457056,0.9493439337375429,0.006781028098125306,0.40686168588751837
50,6,100,145,0.054427587303401095,0.9455724126965989,0.006521189053079992,0.3912713431847995
51,6,100,150,0.04503227523251166,0.9549677247674884,0.006366451498449922,0.38198708990699537
52,6,100,155,0.04331920271703604,0.956680797282964,0.006172134176019122,0.3703280505611473
53,6,100,160,0.04286458633666783,0.9571354136633322,0.005982096335395827,0.3589257801237496
54,6,100,165,0.0369267496414618,0.9630732503585382,0.0058368075779305344,0.35020845467583206
55,6,100,170,0.035204487816479405,0.9647955121835206,0.005675267718726592,0.3405160631235955
56,6,100,175,0.03764287939875556,0.9623571206012445,0.005499183546292826,0.32995101277756955
57,6,100,180,0.035474112537919426,0.9645258874620806,0.005358477152567114,0.32150862915402684
58,6,100,185,0.035678364500261614,0.9643216354997384,0.005212549381079667,0.31275296286478005
59,6,100,190,0.030968327134176656,0.9690316728658234,0.0051001666992938075,0.30601000195762845
60,6,100,195,0.03335527087504389,0.9666447291249561,0.004957152457051057,0.2974291474230634
61,6,100,200,0.030850588034905653,0.9691494119650943,0.004845747059825472,0.2907448235895283
