,channel_width,channel_length,interval,cond_entropy,efficiency,bitrate_per_min,bitrate_per_hour
17,7,300,139,0.26396272683482147,0.7360372731651785,0.00529523218104445,0.31771393086266697
18,7,300,143,0.2453782244289893,0.7546217755710107,0.005277075353643431,0.3166245212186059
19,7,300,147,0.23397421558489728,0.7660257844151027,0.005211059757925868,0.3126635854755521
20,7,300,152,0.2123630703924102,0.7876369296075898,0.005181821905313091,0.31090931431878543
21,7,300,156,0.19302555342670738,0.8069744465732926,0.005172913119059568,0.3103747871435741
22,7,1000,154,0.5904010331915354,0.40959896680846464,0.002659733550704316,0.15958401304225897
23,7,1000,159,0.5575856172222178,0.4424143827777822,0.002782480394828819,0.16694882368972913
24,7,1000,164,0.5567214046969291,0.4432785953030709,0.0027029182640431154,0.16217509584258694
25,7,1000,169,0.5136469772660105,0.4863530227339895,0.0028778285368875117,0.1726697122132507
26,7,1000,174,0.5158231751547054,0.48417682484529456,0.002782625430145371,0.16695752580872225
27,7,1000,180,0.48440722667496805,0.515592773325032,0.0028644042962501777,0.17186425777501066
28,7,1000,185,0.4596490137367168,0.5403509862632832,0.0029208161419636927,0.17524896851782157
29,7,1000,191,0.4459033455719351,0.5540966544280649,0.0029010296043354184,0.1740617762601251
30,7,1000,196,0.4538800760084785,0.5461199239915215,0.0027863261428138853,0.16717956856883312
31,7,1000,202,0.4215229049515405,0.5784770950484595,0.0028637479952894032,0.17182487971736418
32,7,1000,209,0.4091479182152882,0.5908520817847118,0.0028270434535153676,0.16962260721092207
0,8,100,105,0.3508581622674769,0.6491418377325231,0.00618230321650022,0.3709381929900132
1,8,100,109,0.31819643089680144,0.6818035691031985,0.006255078615625674,0.3753047169375405
2,8,100,112,0.2825850146000952,0.7174149853999048,0.006405490941070578,0.38432945646423466
3,8,100,115,0.23153741212051,0.76846258787949,0.00668228337286513,0.4009370023719078
4,8,100,119,0.21236065123648518,0.7876393487635148,0.006618818056836259,0.39712908341017555
5,8,100,122,0.19455697769338554,0.8054430223066145,0.006601991986119791,0.39611951916718746
6,8,100,126,0.16785700827339306,0.832142991726607,0.006604309458147674,0.39625856748886046
7,8,100,130,0.12878357331102105,0.8712164266889789,0.006701664820684453,0.4020998892410672
8,8,100,134,0.11963135632556271,0.8803686436744373,0.006569915251301771,0.3941949150781063
9,8,100,138,0.09060425944033666,0.9093957405596633,0.006589824206954082,0.3953894524172449
10,8,100,142,0.07801108936218248,0.9219889106378175,0.006492879652378996,0.3895727791427398
11,8,300,119,0.5227250407682583,0.4772749592317417,0.004010713943123879,0.24064283658743277
12,8,300,123,0.47810732528953775,0.5218926747104622,0.004243029875694814,0.25458179254168883
13,8,300,127,0.42950261468081047,0.5704973853191895,0.004492105396214091,0.26952632377284547
14,8,300,130,0.4224770374189669,0.5775229625810331,0.004442484327546408,0.2665490596527845
15,8,300,134,0.37944134536520274,0.6205586546347972,0.004631034736080576,0.27786208416483454
16,8,300,138,0.3467567618632014,0.6532432381367985,0.004733646653165207,0.2840187991899124
17,8,300,143,0.33727738973919746,0.6627226102608026,0.004634423847977641,0.2780654308786584
18,8,300,147,0.31430513190946646,0.6856948680905335,0.004664590939391384,0.27987545636348304
19,8,300,152,0.2722524437361059,0.7277475562638941,0.004787812870157198,0.28726877220943187
20,8,300,156,0.2829073690936006,0.7170926309063994,0.004596747634015381,0.27580485804092286
21,8,300,161,0.24695183876655982,0.7530481612334402,0.004677317771636274,0.2806390662981765
22,8,1000,159,0.6755742457071536,0.32442575429284637,0.0020404135490116122,0.12242481294069674
23,8,1000,164,0.6631121615298368,0.33688783847016324,0.0020541941370131904,0.12325164822079142
24,8,1000,169,0.6613131372006645,0.33868686279933546,0.0020040642769191446,0.12024385661514868
25,8,1000,174,0.6285292377692088,0.37147076223079123,0.0021348894381079957,0.12809336628647974
26,8,1000,179,0.604880972090647,0.39511902790935305,0.0022073688710019723,0.13244213226011833
27,8,1000,184,0.6067437805880029,0.39325621941199707,0.0021372620620217233,0.1282357237213034
28,8,1000,190,0.5982877009848732,0.40171229901512684,0.0021142752579743516,0.1268565154784611
29,8,1000,196,0.5785463757851419,0.4214536242148581,0.0021502735929329496,0.12901641557597698
30,8,1000,202,0.5877904039487652,0.41220959605123475,0.002040641564610073,0.12243849387660437
31,8,1000,208,0.5529725035444798,0.4470274964555202,0.002149170656036155,0.1289502393621693
32,8,1000,214,0.5671571729631452,0.43284282703685484,0.0020226300328824993,0.12135780197294996
0,9,100,108,0.3865561085634171,0.613443891436583,0.0056800360318202125,0.34080216190921275
1,9,100,111,0.37187039315468445,0.6281296068453155,0.005658825286894734,0.339529517213684
2,9,100,115,0.3141947685315886,0.6858052314684113,0.005963523751899229,0.3578114251139537
3,9,100,118,0.26930348009957233,0.7306965199004276,0.006192343388986675,0.37154060333920047
4,9,100,122,0.2141892226636105,0.7858107773363895,0.006441071945380242,0.3864643167228145
5,9,100,126,0.18222154918219188,0.8177784508178081,0.006490305165220699,0.38941830991324194
6,9,100,129,0.17109077749743473,0.8289092225025653,0.006425652887616785,0.3855391732570071
7,9,100,133,0.14800620947857532,0.8519937905214247,0.006405968349785148,0.3843581009871089
8,9,100,137,0.12326772116877548,0.8767322788312245,0.0063995056848994486,0.38397034109396694
9,9,100,142,0.10100796763390552,0.8989920323660945,0.006330929805395032,0.3798557883237019
10,9,100,146,0.07981184959916691,0.9201881504008331,0.006302658564389268,0.37815951386335606
11,9,300,126,0.5498977772885032,0.4501022227114968,0.003572239862789657,0.21433439176737942
12,9,300,130,0.5044709026019163,0.4955290973980837,0.003811762287677567,0.22870573726065402
13,9,300,134,0.503377104400014,0.49662289559998596,0.0037061410119401937,0.22236846071641161
14,9,300,138,0.4368475224487282,0.5631524775512717,0.004080815054719361,0.24484890328316164
15,9,300,142,0.4249915088937617,0.5750084911062383,0.0040493555711706925,0.24296133427024155
16,9,300,146,0.40273445638147404,0.5972655436185259,0.004090859887798123,0.24545159326788737
17,9,300,151,0.3658766968847819,0.634123303115218,0.004199492073610716,0.25196952441664294
18,9,300,156,0.3579743107645985,0.6420256892354015,0.004115549289970522,0.24693295739823132
19,9,300,160,0.3145866394415658,0.6854133605584343,0.004283833503490214,0.25703001020941285
20,9,300,165,0.2962626642148335,0.7037373357851665,0.004265074762334342,0.2559044857400605
21,9,300,170,0.2929637315297184,0.7070362684702816,0.0041590368733545975,0.24954221240127586
22,9,1000,154,0.8507936589674752,0.14920634103252484,0.0009688723443670444,0.058132340662022663
23,9,1000,158,0.8322263555263895,0.16777364447361054,0.001061858509326649,0.06371151055959894
24,9,1000,163,0.8234965709281412,0.1765034290718588,0.001082843123140238,0.06497058738841428
25,9,1000,168,0.8058119582033614,0.19418804179663862,0.001155881201170468,0.06935287207022808
26,9,1000,173,0.7740676018829393,0.22593239811706067,0.0013059676191737612,0.07835805715042567
27,9,1000,179,0.7997770804568408,0.20022291954315918,0.0011185637963304982,0.0671138277798299
28,9,1000,184,0.7720562371069162,0.22794376289308382,0.0012388247983319773,0.07432948789991864
29,9,1000,190,0.7559167282788383,0.24408327172116173,0.00128464879853243,0.0770789279119458
30,9,1000,195,0.7451719638738956,0.2548280361261044,0.0013068104416723303,0.07840862650033982
31,9,1000,201,0.7439936774352243,0.25600632256477573,0.0012736632963421678,0.07641979778053007
32,9,1000,207,0.7338045965484745,0.2661954034515255,0.0012859681326160652,0.07715808795696391
0,10,100,108,0.47317233183660345,0.5268276681633965,0.004878033964475894,0.2926820378685536
1,10,100,111,0.42045028362645676,0.5795497163735432,0.005221168615977867,0.313270116958672
2,10,100,115,0.3777129424860387,0.6222870575139613,0.005411191804469228,0.3246715082681537
3,10,100,118,0.3215899661551513,0.6784100338448487,0.005749237574956345,0.34495425449738065
4,10,100,122,0.26993568062299456,0.7300643193770054,0.005984133765385291,0.35904802592311746
5,10,100,126,0.23560071987253778,0.7643992801274622,0.0060666609533925565,0.3639996572035534
6,10,100,129,0.2039448740589962,0.7960551259410038,0.006170969968534913,0.37025819811209476
7,10,100,133,0.1721193412553327,0.8278806587446673,0.0062246666071027615,0.3734799964261657
8,10,100,137,0.15285021658964773,0.8471497834103523,0.006183575061389433,0.37101450368336597
9,10,100,142,0.1275259392757515,0.8724740607242485,0.006144183526227102,0.3686510115736261
10,10,100,146,0.11005011342968504,0.8899498865703149,0.006095547168289828,0.36573283009738966
11,10,300,142,0.5264191604791613,0.47358083952083874,0.003335076334653794,0.20010458007922763
12,10,300,146,0.5176701131180842,0.4823298868819158,0.0033036293622049026,0.19821776173229416
13,10,300,150,0.46059685127945205,0.539403148720548,0.0035960209914703196,0.21576125948821917
14,10,300,155,0.433579811867698,0.566420188132302,0.0036543237944019484,0.2192594276641169
15,10,300,160,0.4411963394746438,0.5588036605253561,0.003492522878283476,0.20955137269700855
16,10,300,164,0.3975783846612288,0.6024216153387711,0.0036733025325534825,0.22039815195320894
17,10,300,170,0.3817420307628222,0.6182579692371778,0.0036368115837481048,0.2182086950248863
18,10,300,175,0.3610738994008152,0.6389261005991849,0.003651006289138199,0.21906037734829195
19,10,300,180,0.35610558054616004,0.64389441945384,0.0035771912191879997,0.21463147315127998
20,10,300,186,0.35143547231629085,0.6485645276837091,0.0034869060628156404,0.20921436376893843
21,10,300,191,0.34106645390731616,0.6589335460926838,0.0034499138538883973,0.20699483123330384
22,10,1000,173,0.9337756746500371,0.06622432534996292,0.0003827995684968955,0.02296797410981373
23,10,1000,178,0.9365572695806036,0.06344273041939641,0.00035641983381683374,0.021385190029010025
24,10,1000,183,0.9167111707225649,0.08328882927743508,0.0004551302146307928,0.027307812877847566
25,10,1000,189,0.9172293995600688,0.08277060043993123,0.000437939684867361,0.02627638109204166
26,10,1000,195,0.901014562880065,0.09898543711993502,0.000507617626256077,0.03045705757536462
27,10,1000,201,0.9120294890624845,0.08797051093751551,0.00043766423351997765,0.02625985401119866
28,10,1000,207,0.9218735598560601,0.07812644014393988,0.00037742241615429893,0.022645344969257936
29,10,1000,213,0.9072182151119292,0.09278178488807076,0.0004355952342162947,0.026135714052977682
30,10,1000,219,0.898126646163577,0.10187335383642304,0.0004651751316731646,0.027910507900389875
31,10,1000,226,0.8922116615077146,0.10778833849228542,0.0004769395508508204,0.028616373051049224
32,10,1000,233,0.8987227534176397,0.10127724658236026,0.00043466629434489384,0.02607997766069363
0,11,100,114,0.4589664361889583,0.5410335638110417,0.004745908454482822,0.28475450726896934
1,11,100,117,0.40815509543116596,0.5918449045688341,0.005058503457853283,0.30351020747119695
2,11,100,121,0.3485451481792629,0.651454851820737,0.005383924395212703,0.32303546371276215
3,11,100,125,0.3151816309934537,0.6848183690065464,0.005478546952052371,0.32871281712314226
4,11,100,129,0.2739014319802296,0.7260985680197705,0.005628671069920701,0.3377202641952421
5,11,100,133,0.20670638680937867,0.7932936131906213,0.00596461363301219,0.3578768179807314
6,11,100,137,0.19165368163581206,0.8083463183641879,0.005900338090249547,0.3540202854149728
7,11,100,141,0.16267467482394513,0.8373253251760548,0.00593847748351812,0.35630864901108716
8,11,100,145,0.16849864417670357,0.8315013558232964,0.005734492109126182,0.3440695265475709
9,11,100,149,0.13086548042018561,0.8691345195798144,0.0058331175810725795,0.3499870548643548
10,11,100,154,0.12479114949935359,0.8752088505006465,0.0056831743539003015,0.3409904612340181
